Student_ID,Age,Gender,Current_Semester,CGPA,Attendance_Percentage,Failed_Courses,Credits_Completed,Fee_Delay_Indicator,Family_Background_Score,Learning_Disability_Flag,LMS_Login_Count,Assignment_Submission_Rate,Dropout_Status
STU2024709,22,Female,8,8.8,49.7,0,140,0,6,0,36,75.4,1
STU2024710,19,Male,8,6.3,62.2,0,157,0,2,1,59,84.6,1
STU2024711,18,Female,1,6.34,99.1,0,7,0,3,1,54,90.2,0
STU2024712,22,Male,8,4.97,59.0,1,159,0,2,0,49,70.9,1
STU2024713,21,Male,4,5.96,69.4,0,73,0,7,0,62,89.4,0
STU2024714,20,Female,4,7.09,67.2,0,61,0,6,0,76,78.1,0
STU2024715,24,Male,6,9.09,69.4,0,117,0,10,1,77,81.8,1
STU2024716,24,Male,1,6.15,83.8,0,15,0,3,0,78,83.8,0
STU2024717,22,Female,8,5.56,72.9,0,144,0,5,0,71,29.3,0
STU2024718,20,Male,3,8.21,75.0,0,55,0,2,0,74,94.3,0
STU2024719,23,Female,1,7.62,64.1,0,17,0,2,0,84,68.4,0
STU2024720,23,Male,8,6.89,78.6,0,160,0,5,0,75,66.9,0
STU2024721,20,Female,8,7.21,90.9,0,145,0,1,0,48,70.6,0
STU2024722,24,Female,6,7.31,65.2,0,119,0,8,1,45,45.0,0
STU2024723,20,Male,1,9.79,73.8,0,15,0,2,0,29,38.8,0
STU2024724,23,Female,4,4.13,80.8,1,70,0,2,0,5,78.2,1
STU2024725,24,Male,7,7.17,76.0,0,127,1,1,0,53,92.7,1
STU2024726,25,Male,7,7.16,73.3,0,131,0,6,0,61,67.9,0
STU2024727,20,Male,1,8.57,100.0,0,8,1,8,0,66,67.8,0
STU2024728,21,Female,3,5.46,86.0,0,60,0,3,0,24,75.5,0
STU2024729,21,Male,7,9.9,86.0,0,136,0,4,0,50,59.0,0
STU2024730,22,Male,7,7.69,43.4,2,127,0,7,0,90,58.7,0
STU2024731,20,Male,7,4.76,90.7,0,121,1,9,1,75,66.1,1
STU2024732,25,Male,8,7.22,86.0,0,155,0,9,0,60,47.5,0
STU2024733,24,Male,3,10.0,64.7,0,51,0,2,1,82,87.4,0
STU2024734,20,Female,1,7.7,87.4,0,14,0,3,0,71,47.2,0
STU2024735,23,Female,1,8.59,80.3,0,20,1,9,1,56,76.2,0
STU2024736,22,Male,2,8.61,85.6,0,39,0,1,0,50,78.8,0
STU2024737,23,Male,2,7.0,54.9,1,32,0,10,1,50,90.8,0
STU2024738,19,Male,3,7.42,57.3,2,50,0,2,0,45,77.2,0
STU2024739,21,Male,6,9.82,76.3,0,111,0,9,0,84,85.7,0
STU2024740,19,Female,6,5.9,76.3,0,114,0,9,0,41,77.2,0
STU2024741,22,Female,6,9.31,77.7,0,102,1,2,0,62,90.3,0
STU2024742,22,Male,2,10.0,55.9,2,25,0,3,0,33,64.6,0
STU2024743,18,Female,7,9.04,82.5,0,137,0,8,0,54,73.9,0
STU2024744,18,Female,4,8.71,58.9,1,62,0,9,0,51,91.4,0
STU2024745,23,Female,8,10.0,66.2,0,158,0,9,0,18,83.9,0
STU2024746,22,Male,5,6.09,85.3,0,85,0,4,0,36,71.3,0
STU2024747,18,Male,6,7.72,76.5,0,109,0,3,0,58,73.5,0
STU2024748,22,Male,3,8.14,51.3,3,44,0,1,0,51,77.7,0
STU2024749,25,Female,6,9.05,68.9,0,105,0,1,0,68,62.8,0
STU2024750,20,Female,8,5.73,100.0,0,157,0,9,0,32,84.6,0
STU2024751,24,Female,3,6.2,74.8,0,54,0,3,1,52,98.5,0
STU2024752,23,Female,8,6.49,73.6,0,149,0,10,0,50,66.9,0
STU2024753,25,Female,2,6.35,58.1,0,35,0,3,0,27,67.9,1
STU2024754,18,Female,4,10.0,98.3,0,74,0,6,0,10,74.4,0
STU2024755,21,Female,4,8.99,77.7,0,60,1,2,0,55,78.0,0
STU2024756,25,Female,1,7.44,71.6,0,11,0,7,0,78,88.9,0
STU2024757,22,Female,6,6.62,69.8,0,109,0,9,0,55,38.2,0
STU2024758,25,Female,8,8.74,76.6,0,149,1,7,0,77,78.6,0
STU2024759,19,Male,4,6.34,87.2,0,69,0,9,0,33,54.4,1
STU2024760,24,Male,1,7.52,68.9,0,13,0,5,0,0,81.1,0
STU2024761,20,Male,3,8.3,100.0,0,52,0,8,1,35,81.6,0
STU2024762,22,Female,8,10.0,85.1,0,147,0,3,0,44,62.5,0
STU2024763,25,Male,5,7.46,96.8,0,93,0,1,0,43,66.4,0
STU2024764,19,Female,8,8.14,69.0,0,158,0,5,0,66,79.2,0
STU2024765,19,Female,1,6.28,69.0,0,8,0,3,0,62,32.3,0
STU2024766,20,Female,3,6.33,63.5,0,41,0,7,0,73,59.1,0
STU2024767,18,Female,5,6.59,86.0,0,96,0,2,0,57,64.2,0
STU2024768,20,Male,3,10.0,82.7,0,57,0,6,0,42,92.4,0
STU2024769,22,Female,6,8.41,43.8,0,103,0,6,0,37,75.3,1
STU2024770,22,Female,8,9.54,56.7,1,153,0,3,0,77,79.4,1
STU2024771,21,Male,2,9.48,72.5,0,33,0,2,0,51,69.5,1
STU2024772,18,Female,6,6.03,71.1,0,109,0,3,0,71,84.7,0
STU2024773,23,Male,5,7.09,93.5,0,80,0,2,0,33,77.9,0
STU2024774,20,Male,5,9.56,72.1,0,84,0,2,0,60,90.4,0
STU2024775,19,Male,1,9.13,78.2,0,15,0,1,0,53,93.3,1
STU2024776,18,Female,2,6.45,66.9,0,28,1,1,0,44,58.4,0
STU2024777,21,Male,3,6.34,67.5,0,51,0,5,0,39,57.8,0
STU2024778,20,Male,2,7.04,59.2,1,23,0,1,0,58,44.9,0
STU2024779,22,Male,1,7.09,42.0,1,3,0,9,0,62,71.1,0
STU2024780,20,Female,2,8.03,66.9,0,25,0,7,0,67,72.3,0
STU2024781,24,Male,6,7.43,76.7,0,103,0,9,0,51,68.0,0
STU2024782,22,Male,2,7.01,95.4,0,30,0,7,0,43,44.1,0
STU2024783,22,Female,4,5.86,74.0,0,77,0,7,0,58,73.6,1
STU2024784,25,Female,3,7.53,84.1,0,40,0,8,0,38,78.0,0
STU2024785,19,Male,3,8.76,75.3,0,52,0,10,0,77,62.7,0
STU2024786,20,Male,6,5.55,64.5,0,106,0,10,0,53,72.4,0
STU2024787,21,Female,8,5.38,87.0,0,148,0,10,0,54,78.6,0
STU2024788,24,Female,8,6.28,57.2,2,159,0,8,0,42,85.1,1
STU2024789,25,Male,2,5.5,70.7,0,28,0,4,0,61,78.7,0
STU2024790,19,Male,2,8.47,85.3,0,35,0,3,0,48,70.3,0
STU2024791,20,Female,2,7.24,38.9,2,22,0,9,0,34,78.8,0
STU2024792,21,Female,8,8.69,85.3,0,155,0,9,0,37,55.1,0
STU2024793,18,Male,7,6.6,65.5,0,123,0,6,0,32,64.7,0
STU2024794,18,Male,3,8.65,79.8,0,57,0,5,0,21,67.5,0
STU2024795,24,Male,5,8.96,96.0,0,92,0,2,0,37,95.5,0
STU2024796,25,Female,3,7.1,45.5,3,56,1,8,0,49,79.9,1
STU2024797,23,Female,6,7.25,99.6,0,101,0,3,0,46,64.0,0
STU2024798,18,Female,7,4.3,76.2,1,123,0,6,0,50,68.5,1
STU2024799,21,Male,4,6.88,90.3,0,80,0,2,0,42,91.6,1
STU2024800,22,Male,6,7.72,42.1,3,105,1,1,0,81,91.9,0
STU2024801,24,Female,1,6.77,87.6,0,15,0,6,0,28,55.6,0
STU2024802,19,Female,2,6.32,77.0,0,26,0,9,0,64,75.3,0
STU2024803,20,Female,6,8.26,84.4,0,113,0,2,0,25,69.1,0
STU2024804,22,Female,1,6.33,62.2,0,9,0,7,0,37,81.7,0
STU2024805,19,Male,6,9.44,63.8,0,108,1,7,0,76,68.7,0
STU2024806,22,Female,7,9.45,59.2,1,137,0,7,0,42,65.7,0
STU2024807,25,Male,1,6.95,49.9,1,20,0,3,0,40,65.3,1
STU2024808,25,Female,7,6.39,74.0,0,138,0,1,0,20,58.6,0
STU2024809,20,Male,3,5.93,74.6,0,49,0,7,0,37,52.5,0
STU2024810,19,Male,7,7.85,79.1,0,128,0,3,0,30,81.3,0
STU2024811,24,Male,2,6.03,45.6,1,24,0,5,0,23,61.0,0
STU2024812,24,Female,1,10.0,92.5,0,6,0,1,0,35,98.8,0
STU2024813,20,Male,8,9.28,98.1,0,140,0,6,0,38,67.7,0
STU2024814,24,Female,2,8.25,91.9,0,32,0,3,0,15,80.8,0
STU2024815,19,Female,8,7.67,81.9,0,142,0,2,0,46,65.2,0
STU2024816,24,Male,7,7.01,81.3,0,126,0,4,0,54,66.4,0
STU2024817,22,Male,8,8.49,100.0,0,157,0,2,0,70,85.1,0
STU2024818,21,Female,3,7.45,80.9,0,51,0,6,0,46,93.8,1
STU2024819,18,Male,4,10.0,73.5,0,68,0,5,0,56,76.5,0
STU2024820,19,Male,8,6.79,77.3,0,152,1,5,0,55,53.5,0
STU2024821,21,Female,4,6.99,78.5,0,65,0,6,0,65,94.4,0
STU2024822,24,Male,5,6.9,65.9,0,82,0,8,0,81,72.8,0
STU2024823,23,Female,2,7.3,91.9,0,25,0,9,0,32,70.1,0
STU2024824,23,Female,1,8.81,74.2,0,1,0,3,0,31,92.2,0
STU2024825,20,Male,7,8.54,85.7,0,126,0,6,0,15,68.9,1
STU2024826,21,Male,7,10.0,55.2,2,130,0,3,0,50,64.3,0
STU2024827,23,Female,4,6.64,63.9,0,62,0,3,0,15,81.8,0
STU2024828,21,Male,1,7.25,57.3,1,17,0,4,0,50,74.1,0
STU2024829,21,Female,3,6.68,69.4,0,41,0,7,0,62,72.4,0
STU2024830,23,Male,2,8.42,66.1,0,20,0,7,0,48,38.0,0
STU2024831,25,Male,4,8.06,87.8,0,66,1,5,0,75,69.8,0
STU2024832,24,Male,4,5.95,76.9,0,69,0,4,0,43,70.2,0
STU2024833,20,Male,5,7.17,80.8,0,88,0,8,0,44,84.2,0
STU2024834,25,Male,1,10.0,83.5,0,15,1,7,0,29,97.8,0
STU2024835,24,Female,2,7.65,80.0,0,23,0,1,0,48,79.1,0
STU2024836,23,Male,1,7.08,94.4,0,8,0,7,0,88,50.2,0
STU2024837,23,Male,1,7.67,74.2,0,18,0,9,0,59,79.8,0
STU2024838,25,Male,2,6.04,41.0,1,30,0,7,0,45,63.9,1
STU2024839,18,Male,8,8.95,64.9,0,148,0,7,0,11,74.4,0
STU2024840,22,Female,7,7.02,51.6,1,125,0,8,0,106,78.1,1
STU2024841,25,Male,4,5.38,80.5,0,64,0,1,0,6,69.4,1
STU2024842,25,Female,2,10.0,99.0,0,35,1,9,0,32,99.3,0
STU2024843,20,Male,6,10.0,71.1,0,102,0,5,0,46,36.9,0
STU2024844,22,Male,1,7.11,80.7,0,16,0,3,0,63,98.6,1
STU2024845,25,Male,6,7.31,39.9,1,100,0,2,0,55,76.1,0
STU2024846,19,Female,3,6.24,75.8,0,40,1,8,0,33,96.8,0
STU2024847,18,Female,1,10.0,84.0,0,20,0,8,0,37,80.2,0
STU2024848,20,Male,1,4.99,48.5,0,20,0,1,0,55,47.3,1
STU2024849,24,Male,7,4.64,96.7,0,128,1,2,1,63,55.1,1
STU2024850,24,Female,5,5.71,50.7,2,100,0,3,0,42,73.9,0
STU2024851,24,Female,3,8.42,60.3,0,51,0,6,0,22,67.7,0
STU2024852,24,Female,5,7.11,93.7,0,98,0,2,0,74,93.9,0
STU2024853,20,Female,7,6.51,64.5,0,122,1,8,0,36,89.5,0
STU2024854,20,Female,2,9.34,50.7,1,29,0,2,0,57,21.7,0
STU2024855,20,Male,5,5.28,100.0,0,87,0,5,0,35,52.7,0
STU2024856,18,Male,7,7.16,54.0,2,133,1,6,0,19,87.1,1
STU2024857,18,Male,8,3.75,79.7,1,145,0,7,1,10,69.8,1
STU2024858,22,Female,8,3.15,63.2,3,154,0,5,0,85,74.7,0
STU2024859,20,Male,3,6.9,82.3,0,42,0,10,0,60,79.8,0
STU2024860,24,Male,1,7.62,89.9,0,12,0,8,0,17,87.4,0
STU2024861,25,Female,6,8.62,64.8,0,112,0,2,0,46,42.4,1
STU2024862,19,Male,4,8.16,95.4,0,60,0,3,0,85,79.6,0
STU2024863,21,Male,5,7.06,68.9,0,94,1,1,0,74,82.3,0
STU2024864,25,Female,8,9.25,56.5,0,140,0,10,0,41,74.5,1
STU2024865,24,Male,6,6.43,87.1,0,100,1,7,0,60,57.3,0
STU2024866,22,Male,8,6.04,62.8,0,152,0,10,0,92,91.4,0
STU2024867,25,Male,1,8.78,93.4,0,16,1,9,0,56,69.6,0
STU2024868,24,Female,2,6.93,81.7,0,35,0,6,0,37,78.0,0
STU2024869,20,Female,4,6.0,99.3,0,75,0,4,0,89,74.7,0
STU2024870,23,Female,3,10.0,81.5,0,49,0,7,0,42,73.9,0
STU2024871,23,Female,3,6.0,82.8,0,59,0,2,0,67,88.4,1
STU2024872,21,Male,8,8.34,58.3,0,143,0,8,0,37,68.2,1
STU2024873,18,Male,6,9.15,72.2,0,108,0,3,0,26,44.9,0
STU2024874,18,Male,6,7.79,88.6,0,113,0,2,0,47,48.1,0
STU2024875,23,Female,1,7.33,70.6,0,17,0,3,0,38,96.2,0
STU2024876,19,Male,8,6.62,64.1,0,154,0,2,0,39,46.7,0
STU2024877,19,Male,2,6.43,77.3,0,25,0,4,0,61,66.6,0
STU2024878,22,Female,8,9.33,69.7,0,143,1,6,0,52,76.3,1
STU2024879,21,Female,7,8.79,54.8,2,120,0,8,0,56,62.9,0
STU2024880,19,Female,6,10.0,75.7,0,113,0,4,0,64,35.8,0
STU2024881,24,Male,3,6.25,91.5,0,53,0,7,0,67,74.4,0
STU2024882,23,Male,8,8.3,77.8,0,144,0,9,0,59,91.7,1
STU2024883,23,Female,3,5.5,95.0,0,53,0,3,0,80,91.7,1
STU2024884,22,Female,7,6.51,79.0,0,137,0,6,0,49,78.3,1
STU2024885,22,Male,7,7.26,61.9,0,134,0,9,0,51,70.1,0
STU2024886,25,Female,7,7.84,66.2,0,126,0,2,1,54,54.8,0
STU2024887,20,Female,4,10.0,62.1,0,62,0,5,0,60,82.1,0
STU2024888,20,Male,1,8.18,71.9,0,17,0,4,0,29,89.3,0
STU2024889,24,Male,1,7.33,77.2,0,11,0,9,0,34,61.5,1
STU2024890,19,Female,5,9.41,62.8,0,98,0,8,0,20,83.5,0
STU2024891,21,Female,5,6.3,57.8,0,89,0,10,0,50,80.9,0
STU2024892,21,Male,6,7.43,42.9,1,116,0,6,0,47,55.8,1
STU2024893,24,Female,2,9.44,88.0,0,22,0,8,0,40,55.4,1
STU2024894,24,Female,5,8.17,52.8,1,98,0,7,0,42,34.1,0
STU2024895,25,Female,3,6.95,100.0,0,44,0,8,0,64,57.1,0
STU2024896,19,Male,8,5.52,100.0,0,155,0,9,0,31,39.3,0
STU2024897,24,Male,2,6.41,73.5,0,31,0,1,0,76,72.7,1
STU2024898,22,Female,5,9.42,89.7,0,89,0,3,0,63,95.4,0
STU2024899,18,Female,5,6.73,69.3,0,86,1,1,0,20,87.3,0
STU2024900,18,Female,8,5.85,76.3,0,158,0,8,0,69,80.8,0
STU2024901,25,Male,3,10.0,47.1,1,56,0,8,0,39,88.7,1
STU2024902,23,Male,7,5.04,96.3,0,132,0,7,0,50,92.7,1
STU2024903,25,Female,2,7.4,53.6,0,25,0,10,0,57,48.8,0
STU2024904,22,Male,2,9.03,39.5,0,26,0,9,0,34,51.6,1
STU2024905,21,Female,1,5.9,65.9,0,3,0,9,0,59,69.2,1
STU2024906,21,Male,8,6.65,69.6,0,142,0,10,0,102,97.7,0
STU2024907,25,Male,6,6.9,59.9,3,113,0,9,0,43,65.3,1
STU2024908,19,Male,3,8.95,82.4,0,49,1,2,0,42,47.8,0
STU2024909,20,Male,6,6.35,88.7,0,105,0,5,0,46,59.1,0
STU2024910,24,Female,5,8.88,90.3,0,92,0,2,0,38,72.9,0
STU2024911,21,Female,7,5.32,71.4,0,123,0,6,0,79,71.8,0
STU2024912,25,Male,7,6.11,58.0,0,140,0,1,0,32,50.8,0
STU2024913,19,Male,3,9.19,76.9,0,49,0,8,0,65,89.7,0
STU2024914,21,Male,6,10.0,63.2,0,117,0,4,0,63,28.3,0
STU2024915,25,Male,1,6.71,74.9,0,14,0,10,0,69,70.6,0
STU2024916,18,Male,8,9.29,69.8,0,148,0,7,0,52,33.9,0
STU2024917,21,Female,1,5.46,77.7,0,5,0,10,0,45,78.6,1
STU2024918,19,Male,5,6.85,100.0,0,93,0,9,0,55,70.3,0
STU2024919,23,Female,8,7.25,89.6,0,148,0,6,0,62,74.6,0
STU2024920,23,Male,3,10.0,87.3,0,60,0,10,0,49,38.8,0
STU2024921,20,Female,8,5.18,98.6,0,152,0,2,0,38,74.2,0
STU2024922,25,Male,6,4.79,92.7,1,112,0,6,0,42,51.2,0
STU2024923,18,Male,8,9.41,100.0,0,151,0,8,1,22,67.4,0
STU2024924,22,Female,4,7.12,54.9,3,62,0,5,0,24,65.4,1
STU2024925,25,Female,1,8.63,60.4,0,8,0,10,0,84,90.6,0
STU2024926,24,Male,5,4.75,78.9,1,98,0,3,0,24,84.9,0
STU2024927,20,Male,3,8.26,80.4,0,42,0,9,0,51,92.9,0
STU2024928,18,Female,8,7.57,83.0,0,140,0,1,0,36,88.7,0
STU2024929,24,Female,2,9.71,71.5,0,36,0,6,0,60,94.3,1
STU2024930,21,Male,5,8.36,62.1,0,93,0,6,1,21,66.1,0
STU2024931,19,Male,4,3.57,67.6,1,73,0,4,0,47,84.2,1
STU2024932,19,Male,1,8.93,54.1,0,15,0,1,0,65,72.0,0
STU2024933,23,Female,4,6.61,41.2,1,63,0,6,0,56,73.0,0
STU2024934,21,Male,8,5.73,89.9,0,143,0,10,0,36,64.9,0
STU2024935,18,Female,6,7.29,56.9,0,102,0,1,0,66,77.5,0
STU2024936,22,Female,2,4.39,89.9,1,23,0,9,0,27,66.9,0
STU2024937,24,Male,7,7.94,70.7,0,127,0,10,1,65,34.2,0
STU2024938,24,Male,6,5.35,76.8,0,120,0,1,0,78,69.8,0
STU2024939,21,Male,2,6.14,83.1,0,20,0,2,0,74,87.2,0
STU2024940,20,Female,6,4.88,61.2,1,113,0,10,0,65,59.4,1
STU2024941,18,Male,3,7.11,75.7,0,49,0,9,0,54,86.7,0
STU2024942,22,Male,3,9.46,51.3,1,55,0,6,0,61,99.6,0
STU2024943,20,Male,4,8.01,88.4,0,76,0,9,0,15,53.7,0
STU2024944,21,Male,4,8.25,75.2,0,62,0,8,0,41,66.9,0
STU2024945,23,Female,5,8.19,71.7,0,93,0,2,0,51,70.0,0
STU2024946,18,Female,4,6.71,67.6,0,60,0,4,0,31,86.5,0
STU2024947,25,Female,7,7.23,51.7,0,126,0,1,0,81,68.7,1
STU2024948,18,Male,3,8.1,63.8,0,49,0,10,0,44,60.1,0
STU2024949,18,Male,4,7.68,73.4,0,69,1,3,0,72,60.0,0
STU2024950,20,Male,1,7.21,97.1,0,5,0,2,1,49,71.5,0
STU2024951,24,Male,6,8.27,73.0,0,106,0,4,0,23,90.7,0
STU2024952,20,Female,2,7.74,92.3,0,23,0,4,0,37,74.6,0
STU2024953,23,Female,7,7.57,70.7,0,140,0,1,0,54,91.9,0
STU2024954,22,Male,6,9.65,71.1,0,107,1,3,0,32,96.7,0
STU2024955,25,Male,2,5.64,47.4,0,35,0,10,0,76,93.2,0
STU2024956,23,Female,8,8.24,60.1,0,145,0,6,0,41,88.3,0
STU2024957,25,Female,5,7.78,88.8,0,98,0,10,0,63,57.1,0
STU2024958,21,Female,4,7.5,84.0,0,72,0,7,0,52,93.9,0
STU2024959,23,Female,2,7.16,75.9,0,24,0,5,0,17,95.1,0
STU2024960,18,Female,6,5.86,72.9,0,113,0,7,0,80,94.1,0
STU2024961,23,Female,7,8.19,64.4,0,120,0,5,0,42,76.4,0
STU2024962,19,Female,2,7.03,51.1,0,28,0,2,0,28,79.1,1
STU2024963,21,Female,4,5.8,83.3,0,70,0,5,0,31,79.4,0
STU2024964,20,Female,1,6.38,80.1,0,9,0,6,0,39,81.6,0
STU2024965,24,Male,8,6.08,73.3,0,160,0,3,0,55,87.3,0
STU2024966,21,Female,4,8.8,34.4,0,76,0,9,0,41,45.4,0
STU2024967,25,Female,2,8.55,94.7,0,30,0,7,0,75,76.2,0
STU2024968,21,Female,8,7.1,77.6,0,157,0,10,0,18,78.9,0
STU2024969,18,Female,6,7.9,56.2,0,110,0,7,0,54,66.3,0
STU2024970,22,Female,1,8.21,64.5,0,18,0,3,0,45,59.0,0
STU2024971,23,Female,7,8.9,58.1,3,126,0,2,0,33,75.3,1
STU2024972,19,Female,8,6.88,75.5,0,160,0,2,0,79,59.2,0
STU2024973,20,Male,8,7.86,96.5,0,140,0,7,0,55,40.4,0
STU2024974,19,Female,1,9.07,73.8,0,11,0,3,0,84,91.4,0
STU2024975,24,Male,2,9.99,67.5,0,24,0,8,0,73,69.2,0
STU2024976,21,Male,4,5.93,100.0,0,69,0,8,0,83,41.6,0
STU2024977,22,Male,8,8.23,87.2,0,148,0,3,0,56,90.6,0
STU2024978,21,Female,8,6.91,52.3,0,154,0,1,0,34,54.4,1
STU2024979,25,Female,5,8.84,63.5,0,92,0,3,0,44,61.4,0
STU2024980,24,Female,7,7.37,100.0,0,125,0,2,0,53,82.4,0
STU2024981,21,Male,5,4.31,81.2,1,100,0,2,0,83,70.2,0
STU2024982,21,Female,7,5.72,58.5,2,137,1,2,0,66,77.1,1
STU2024983,23,Female,8,7.52,55.0,1,145,0,9,1,19,66.1,1
STU2024984,25,Female,6,5.8,50.7,2,112,0,7,1,36,65.6,1
STU2024985,20,Female,8,6.08,61.4,0,155,0,2,0,2,82.1,1
STU2024986,25,Male,8,6.77,69.4,0,148,0,3,0,23,93.2,0
STU2024987,20,Female,2,5.36,77.7,0,37,0,3,0,10,18.8,0
STU2024988,22,Male,8,7.33,62.0,0,151,0,9,0,61,86.5,0
STU2024989,19,Female,5,5.26,74.8,0,94,0,1,0,46,64.6,0
STU2024990,21,Female,4,10.0,80.8,0,66,1,1,0,26,96.3,0
STU2024991,21,Male,4,6.55,66.5,0,63,0,3,0,87,64.5,1
STU2024992,19,Female,6,7.04,76.4,0,117,0,10,0,59,94.8,0
STU2024993,24,Male,4,5.82,63.7,0,66,1,3,1,50,68.1,0
STU2024994,18,Female,4,7.51,65.7,0,74,0,5,0,67,36.6,0
STU2024995,19,Male,7,10.0,78.9,0,129,0,8,0,49,89.6,0
STU2024996,20,Female,2,8.57,81.1,0,39,0,7,0,63,66.9,0
STU2024997,20,Female,3,8.33,64.0,0,60,0,6,0,43,55.0,0
STU2024998,19,Female,1,7.82,77.7,0,19,0,8,0,33,29.0,0
STU2024999,21,Male,4,9.02,100.0,0,60,0,2,0,25,82.7,0
